TradeID,Date,CommodityID,TraderID,Position,Volume,Price,Notional_EUR,PnL_EUR
TR004414,2024-10-10,PWR,T07,Short,472,87.32,41215.27,409.18
TR004415,2024-10-10,GAS,T02,Long,1821,35.64,64904.06,-141.4
TR004416,2024-10-10,GAS,T08,Long,495,31.18,15433.3,-185.91
TR004417,2024-10-10,CO2,T05,Short,356,74.78,26620.14,-560.68
TR004418,2024-10-10,CO2,T04,Short,1008,66.8,67333.54,447.85
TR004419,2024-10-10,PWR,T03,Short,334,88.22,29466.78,-409.37
TR004420,2024-10-10,COAL,T01,Short,1563,112.07,175167.48,-1441.49
TR004421,2024-10-11,GAS,T02,Short,729,36.4,26537.38,409.38
TR004422,2024-10-11,CO2,T03,Short,1090,66.28,72242.09,19.68
TR004423,2024-10-11,CO2,T07,Long,659,71.41,47056.64,-894.57
TR004424,2024-10-11,CO2,T06,Long,1807,71.42,129060.43,2547.79
TR004425,2024-10-11,COAL,T08,Long,618,108.36,66967.73,511.37
TR004426,2024-10-11,PWR,T07,Long,1582,82.36,130291.44,200.06
TR004427,2024-10-11,GAS,T04,Long,1968,33.24,65409.07,77.54
TR004428,2024-10-11,PWR,T03,Short,264,86.16,22747.32,8.74
TR004429,2024-10-11,CO2,T06,Long,827,67.07,55464.55,439.13
TR004430,2024-10-11,COAL,T06,Long,1020,113.35,115618.86,1000.93
TR004431,2024-10-11,CO2,T01,Long,462,66.33,30645.12,-533.89
TR004432,2024-10-11,GAS,T06,Long,1546,36.13,55854.04,30.66
TR004433,2024-10-11,GAS,T02,Short,1670,36.25,60538.98,-782.27
TR004434,2024-10-11,GAS,T05,Short,438,34.34,15042.35,-61.06
TR004435,2024-10-11,GAS,T08,Long,306,33.89,10371.83,457.56
TR004436,2024-10-11,PWR,T04,Long,1174,88.59,104000.09,342.25
TR004437,2024-10-11,PWR,T02,Long,1445,86.81,125436.0,-777.39
TR004438,2024-10-11,COAL,T03,Long,684,114.31,78184.71,-785.62
TR004439,2024-10-11,COAL,T07,Long,1112,113.22,125899.56,1038.2
TR004440,2024-10-11,CO2,T01,Short,1856,68.68,127469.47,-1528.02
TR004441,2024-10-11,PWR,T04,Long,1293,98.02,126742.35,-1436.29
TR004442,2024-10-11,CO2,T03,Long,1240,71.27,88380.23,-1140.48
TR004443,2024-10-14,COAL,T07,Long,145,108.75,15768.59,-196.46
TR004444,2024-10-14,CO2,T01,Short,642,65.99,42366.52,-572.56
TR004445,2024-10-14,COAL,T08,Short,381,114.81,43743.14,-132.9
TR004446,2024-10-14,COAL,T01,Long,1803,113.38,204429.01,3240.49
TR004447,2024-10-14,COAL,T01,Short,1224,106.38,130212.17,-2753.57
TR004448,2024-10-14,PWR,T04,Long,1414,80.36,113633.59,1129.96
TR004449,2024-10-14,PWR,T01,Long,437,87.07,38050.57,406.14
TR004450,2024-10-14,CO2,T03,Long,1831,74.02,135530.47,2923.65
TR004451,2024-10-14,CO2,T03,Long,1896,59.74,113261.72,1745.55
TR004452,2024-10-14,COAL,T05,Long,1701,115.17,195910.92,1007.75
TR004453,2024-10-14,GAS,T08,Long,668,34.18,22831.12,169.25
TR004454,2024-10-14,CO2,T05,Short,1884,64.37,121275.66,1876.94
TR004455,2024-10-14,PWR,T03,Short,1815,90.31,163914.18,477.87
TR004456,2024-10-14,GAS,T01,Long,1244,35.31,43923.04,-774.44
TR004457,2024-10-14,PWR,T02,Short,1698,84.7,143827.76,-1367.03
TR004458,2024-10-15,GAS,T03,Short,962,34.0,32707.54,85.73
TR004459,2024-10-15,GAS,T01,Short,54,35.35,1908.99,40.52
TR004460,2024-10-15,COAL,T02,Short,1050,110.0,115496.04,-591.29
TR004461,2024-10-15,COAL,T05,Long,1376,109.65,150875.7,3460.42
TR004462,2024-10-15,CO2,T02,Short,188,65.03,12225.03,-109.9
TR004463,2024-10-15,COAL,T02,Short,579,109.78,63563.08,-452.5
TR004464,2024-10-15,PWR,T04,Short,1969,87.35,171986.16,1824.13
TR004465,2024-10-15,CO2,T07,Short,786,64.73,50879.25,28.38
TR004466,2024-10-15,PWR,T05,Short,344,82.44,28357.99,-423.85
TR004467,2024-10-15,PWR,T01,Long,1797,89.93,161604.87,-384.17
TR004468,2024-10-15,COAL,T08,Long,1097,100.89,110672.24,3747.84
TR004469,2024-10-15,CO2,T08,Long,149,60.59,9028.13,38.7
TR004470,2024-10-15,COAL,T06,Long,426,114.48,48766.77,-684.25
TR004471,2024-10-15,COAL,T02,Long,1816,120.1,218102.68,3811.14
TR004472,2024-10-15,PWR,T06,Short,266,90.5,24073.91,689.79
TR004473,2024-10-15,PWR,T03,Long,503,96.11,48345.54,-621.82
TR004474,2024-10-15,PWR,T05,Short,129,91.86,11849.45,41.41
TR004475,2024-10-15,CO2,T08,Long,442,62.08,27439.35,-365.59
TR004476,2024-10-15,PWR,T06,Short,151,86.38,13043.41,305.1
TR004477,2024-10-15,GAS,T01,Long,837,36.61,30646.15,-251.05
TR004478,2024-10-15,GAS,T03,Long,1412,34.46,48652.89,1272.35
TR004479,2024-10-15,CO2,T02,Long,165,71.74,11836.3,183.04
TR004480,2024-10-15,CO2,T01,Short,1856,66.56,123537.99,1695.52
TR004481,2024-10-15,GAS,T05,Long,919,37.3,34276.6,-599.67
TR004482,2024-10-15,GAS,T02,Long,617,32.85,20266.47,-144.1
TR004483,2024-10-15,COAL,T03,Long,266,112.74,29988.57,-122.32
TR004484,2024-10-15,GAS,T06,Long,613,34.42,21101.33,390.11
TR004485,2024-10-15,CO2,T01,Short,1721,65.69,113053.89,-419.81
TR004486,2024-10-16,CO2,T01,Long,306,67.67,20707.77,-537.82
TR004487,2024-10-16,CO2,T07,Short,77,67.65,5209.24,-32.82
TR004488,2024-10-16,COAL,T03,Short,150,114.82,17223.06,562.53
TR004489,2024-10-16,COAL,T02,Short,527,114.33,60250.11,-1218.57
TR004490,2024-10-16,PWR,T04,Short,1037,86.77,89983.86,-190.92
TR004491,2024-10-16,CO2,T02,Short,1027,73.3,75281.23,-2093.36
TR004492,2024-10-16,CO2,T01,Short,719,67.6,48602.88,-1525.44
TR004493,2024-10-16,COAL,T05,Long,1958,113.56,222352.31,-1838.26
TR004494,2024-10-16,GAS,T04,Short,343,34.92,11978.1,-212.67
TR004495,2024-10-16,PWR,T08,Long,1761,85.4,150387.53,1793.04
TR004496,2024-10-16,CO2,T03,Long,341,60.54,20644.53,558.23
TR004497,2024-10-16,CO2,T08,Short,514,69.36,35653.61,50.49
TR004498,2024-10-16,PWR,T03,Long,1241,87.13,108122.55,-1682.11
TR004499,2024-10-16,COAL,T01,Short,1430,115.5,165163.73,-3925.38
TR004500,2024-10-16,COAL,T03,Long,216,120.11,25943.5,69.44
TR004501,2024-10-16,COAL,T07,Short,321,110.18,35366.85,785.3
TR004502,2024-10-16,CO2,T03,Short,314,69.61,21855.99,-282.84
TR004503,2024-10-16,COAL,T07,Short,1847,107.52,198584.49,557.31
TR004504,2024-10-16,PWR,T03,Short,1137,94.97,107978.44,13.67
TR004505,2024-10-16,PWR,T07,Long,322,92.02,29628.84,-80.4
TR004506,2024-10-16,GAS,T05,Long,744,33.84,25178.59,-261.6
TR004507,2024-10-16,PWR,T01,Short,1951,87.53,170770.71,333.64
TR004508,2024-10-16,COAL,T06,Short,1719,112.61,193568.12,3927.76
TR004509,2024-10-16,PWR,T02,Short,773,76.92,59461.3,1121.19
TR004510,2024-10-16,PWR,T07,Long,179,84.28,15086.02,-149.62
TR004511,2024-10-16,GAS,T07,Long,1568,35.81,56151.97,-754.18
TR004512,2024-10-16,PWR,T02,Short,1309,68.29,89385.75,-1666.16
TR004513,2024-10-16,PWR,T08,Long,1345,92.07,123831.24,1870.84
TR004514,2024-10-16,CO2,T03,Long,207,66.67,13800.14,-120.09
TR004515,2024-10-17,GAS,T03,Short,1114,35.06,39052.11,798.38
TR004516,2024-10-17,CO2,T03,Long,890,67.89,60421.1,-349.31
TR004517,2024-10-17,COAL,T04,Short,920,111.98,103026.11,383.56
TR004518,2024-10-17,COAL,T04,Long,1129,104.11,117538.56,-819.42
TR004519,2024-10-17,COAL,T01,Long,1537,107.85,165759.41,3249.6
TR004520,2024-10-17,PWR,T08,Long,1351,92.58,125074.11,-885.14
TR004521,2024-10-17,CO2,T03,Short,1894,65.52,124090.22,-168.41
TR004522,2024-10-17,PWR,T04,Long,490,76.44,37457.26,-124.76
TR004523,2024-10-17,GAS,T05,Long,1991,35.73,71143.82,-723.55
TR004524,2024-10-17,CO2,T06,Long,200,69.42,13884.1,196.67
TR004525,2024-10-17,CO2,T05,Long,1530,65.23,99805.86,2111.4
TR004526,2024-10-17,PWR,T04,Long,528,80.74,42632.7,351.12
TR004527,2024-10-17,CO2,T04,Long,1903,66.85,127207.06,986.14
TR004528,2024-10-17,COAL,T07,Long,599,117.87,70605.66,1204.52
TR004529,2024-10-17,CO2,T01,Short,881,67.5,59467.03,-175.54
TR004530,2024-10-18,CO2,T08,Long,1901,64.48,122575.31,-1209.33
TR004531,2024-10-18,CO2,T07,Long,1918,68.13,130670.09,3030.3
TR004532,2024-10-18,PWR,T08,Short,1308,94.92,124157.27,602.73
TR004533,2024-10-18,CO2,T03,Short,1894,65.42,123899.67,-599.72
TR004534,2024-10-18,CO2,T05,Short,76,69.38,5272.76,-117.83
TR004535,2024-10-18,CO2,T06,Short,954,63.55,60630.42,1370.39
TR004536,2024-10-18,CO2,T02,Short,1395,61.51,85802.94,-1600.45
TR004537,2024-10-18,PWR,T08,Short,1922,80.54,154806.97,-1805.52
TR004538,2024-10-18,GAS,T05,Short,991,35.58,35264.58,-0.02
TR004539,2024-10-18,COAL,T02,Long,444,113.51,50400.34,512.32
TR004540,2024-10-18,COAL,T02,Long,1956,115.75,226406.72,7589.16
TR004541,2024-10-18,COAL,T03,Long,1898,114.03,216422.59,-2031.37
TR004542,2024-10-18,COAL,T05,Long,1300,112.3,145992.75,-2997.61
TR004543,2024-10-18,CO2,T03,Long,1978,64.3,127177.1,310.32
TR004544,2024-10-18,COAL,T03,Short,333,107.94,35943.71,-974.7
TR004545,2024-10-18,GAS,T01,Long,1670,34.09,56931.25,-2379.28
TR004546,2024-10-18,COAL,T01,Short,1928,116.16,223961.21,-24.82
TR004547,2024-10-18,COAL,T07,Short,217,105.23,22834.69,304.91
TR004548,2024-10-18,GAS,T03,Short,1444,32.28,46610.92,-77.17
TR004549,2024-10-18,COAL,T08,Long,1954,108.27,211554.85,-2853.37
TR004550,2024-10-18,COAL,T04,Long,1076,112.72,121284.68,-1784.57
TR004551,2024-10-18,PWR,T04,Long,1176,87.34,102708.79,-1030.14
TR004552,2024-10-18,GAS,T06,Short,96,33.84,3248.55,6.1
TR004553,2024-10-18,GAS,T01,Short,1837,33.13,60857.54,363.62
TR004554,2024-10-18,COAL,T03,Long,1170,108.99,127516.0,721.69
TR004555,2024-10-18,COAL,T08,Long,1192,119.85,142860.74,-624.7
TR004556,2024-10-18,GAS,T02,Short,1421,34.86,49533.42,162.62
TR004557,2024-10-18,CO2,T03,Short,272,69.84,18996.21,-414.63
TR004558,2024-10-21,GAS,T03,Short,886,31.82,28190.53,654.41
TR004559,2024-10-21,PWR,T04,Short,1916,83.97,160894.21,1555.62
TR004560,2024-10-21,COAL,T03,Long,264,110.08,29061.41,-474.0
TR004561,2024-10-21,CO2,T03,Long,1632,69.92,114111.04,193.59
TR004562,2024-10-21,GAS,T08,Short,1703,33.85,57651.68,-289.1
TR004563,2024-10-21,PWR,T07,Long,653,93.08,60779.48,-106.76
TR004564,2024-10-21,GAS,T05,Short,1888,35.16,66374.49,403.83
TR004565,2024-10-21,PWR,T01,Long,453,86.5,39183.2,-732.1
TR004566,2024-10-21,GAS,T06,Long,339,35.06,11886.31,80.52
TR004567,2024-10-21,GAS,T01,Short,1156,32.52,37588.71,-51.42
TR004568,2024-10-21,PWR,T04,Long,668,88.78,59302.16,1310.45
TR004569,2024-10-21,COAL,T06,Long,388,114.62,44470.91,78.45
TR004570,2024-10-21,COAL,T02,Short,129,112.75,14544.7,70.08
TR004571,2024-10-21,GAS,T08,Short,1996,33.44,66755.19,-307.58
TR004572,2024-10-21,PWR,T01,Short,1817,83.13,151038.92,-185.94
TR004573,2024-10-21,GAS,T02,Short,1938,35.89,69550.85,-853.12
TR004574,2024-10-21,GAS,T04,Short,1590,33.45,53183.26,-1259.22
TR004575,2024-10-21,GAS,T04,Long,82,35.31,2895.12,10.25
TR004576,2024-10-21,CO2,T03,Long,953,69.44,66173.85,428.22
TR004577,2024-10-21,PWR,T03,Long,356,76.93,27386.62,-574.76
TR004578,2024-10-21,COAL,T02,Long,1634,120.93,197601.81,-5554.71
TR004579,2024-10-21,GAS,T03,Long,869,35.99,31276.76,-504.3
TR004580,2024-10-21,PWR,T02,Long,677,90.64,61362.14,147.38
TR004581,2024-10-21,PWR,T02,Long,455,86.8,39493.78,577.97
TR004582,2024-10-22,PWR,T05,Short,987,105.82,104443.14,-574.46
TR004583,2024-10-22,PWR,T07,Long,1103,70.47,77732.01,-176.87
TR004584,2024-10-22,COAL,T05,Long,1696,109.2,185197.94,299.38
TR004585,2024-10-22,COAL,T01,Short,1627,112.12,182427.16,-5498.92
TR004586,2024-10-22,PWR,T04,Short,77,85.85,6610.62,189.73
TR004587,2024-10-22,COAL,T03,Short,1484,123.03,182576.1,-109.02
TR004588,2024-10-22,CO2,T08,Long,1930,75.83,146353.97,2912.68
TR004589,2024-10-22,PWR,T06,Short,1559,92.88,144803.02,1911.33
TR004590,2024-10-22,PWR,T05,Short,1532,91.1,139567.58,1887.59
TR004591,2024-10-22,CO2,T04,Short,1637,72.66,118943.2,2806.36
TR004592,2024-10-22,PWR,T02,Short,759,84.25,63949.54,-2517.66
TR004593,2024-10-22,CO2,T03,Short,1852,71.84,133056.57,629.32
TR004594,2024-10-22,GAS,T02,Long,1267,32.04,40590.46,-50.47
TR004595,2024-10-22,PWR,T07,Short,580,89.35,51825.25,-180.36
TR004596,2024-10-22,GAS,T08,Short,1578,35.05,55302.62,129.15
TR004597,2024-10-22,CO2,T04,Short,104,67.08,6976.33,80.62
TR004598,2024-10-22,COAL,T05,Short,97,114.7,11125.62,105.01
TR004599,2024-10-22,PWR,T08,Short,418,89.17,37272.74,450.49
TR004600,2024-10-22,COAL,T07,Long,161,106.69,17176.6,326.25
TR004601,2024-10-22,GAS,T08,Short,1396,35.41,49426.19,-477.35
TR004602,2024-10-23,COAL,T02,Long,418,111.68,46681.77,-727.97
TR004603,2024-10-23,CO2,T05,Long,1453,68.51,99538.02,-157.93
TR004604,2024-10-23,COAL,T02,Short,336,112.69,37865.07,174.95
TR004605,2024-10-23,COAL,T03,Long,809,116.32,94102.02,-358.76
TR004606,2024-10-23,COAL,T03,Long,1092,113.64,124097.9,-2533.43
TR004607,2024-10-23,PWR,T04,Long,446,93.36,41639.84,183.51
TR004608,2024-10-23,PWR,T01,Short,818,81.52,66684.12,384.5
TR004609,2024-10-23,COAL,T07,Long,818,112.4,91939.11,1596.9
TR004610,2024-10-23,COAL,T08,Short,1980,112.69,223130.2,-44.28
TR004611,2024-10-23,GAS,T04,Long,682,32.75,22338.21,732.74
TR004612,2024-10-23,GAS,T05,Long,168,35.42,5950.63,246.3
TR004613,2024-10-23,CO2,T01,Long,841,65.39,54995.52,70.95
TR004614,2024-10-23,CO2,T05,Long,1072,69.1,74076.63,-1886.54
TR004615,2024-10-23,COAL,T08,Long,1751,111.23,194770.4,-5559.99
TR004616,2024-10-23,PWR,T02,Short,1280,84.53,108197.6,150.0
TR004617,2024-10-23,PWR,T01,Long,267,85.96,22952.38,-253.37
TR004618,2024-10-23,PWR,T02,Long,849,92.86,78834.5,-557.21
TR004619,2024-10-24,COAL,T05,Long,275,105.7,29068.57,231.85
TR004620,2024-10-24,GAS,T07,Long,1118,33.17,37084.28,86.72
TR004621,2024-10-24,COAL,T04,Short,1160,110.59,128284.84,-1511.26
TR004622,2024-10-24,PWR,T04,Short,1881,88.71,166862.5,-1969.17
TR004623,2024-10-24,CO2,T08,Long,1666,63.06,105066.22,-1528.75
TR004624,2024-10-24,GAS,T02,Short,1251,34.14,42710.71,960.21
TR004625,2024-10-24,GAS,T05,Long,1468,36.36,53373.9,-566.2
TR004626,2024-10-24,GAS,T06,Short,324,32.88,10653.24,-27.59
TR004627,2024-10-24,PWR,T07,Short,537,82.15,44112.39,-208.67
TR004628,2024-10-24,COAL,T08,Long,806,112.8,90919.77,-2030.91
TR004629,2024-10-24,COAL,T03,Long,1596,115.5,184345.34,1533.67
TR004630,2024-10-24,PWR,T08,Long,969,87.07,84367.35,-2751.65
TR004631,2024-10-24,GAS,T05,Short,164,36.49,5984.24,70.54
TR004632,2024-10-24,GAS,T07,Long,1098,37.57,41249.27,-481.26
TR004633,2024-10-24,CO2,T02,Short,1648,60.13,99101.95,-3062.57
TR004634,2024-10-24,COAL,T06,Long,1835,114.57,210228.33,4835.2
TR004635,2024-10-24,GAS,T01,Short,621,34.7,21545.85,564.57
TR004636,2024-10-25,CO2,T08,Long,902,67.79,61144.81,-1142.85
TR004637,2024-10-25,GAS,T08,Long,1763,30.55,53855.22,-277.81
TR004638,2024-10-25,CO2,T05,Long,1191,63.83,76023.15,-1218.66
TR004639,2024-10-25,PWR,T04,Short,1784,101.5,181067.89,-3064.51
TR004640,2024-10-25,GAS,T08,Short,1563,35.82,55991.55,749.06
TR004641,2024-10-25,COAL,T08,Short,86,114.48,9845.37,44.3
TR004642,2024-10-25,CO2,T05,Short,1048,69.49,72822.73,-987.11
TR004643,2024-10-25,COAL,T01,Long,788,120.6,95030.23,-1307.95
TR004644,2024-10-25,PWR,T02,Short,138,82.6,11398.76,76.99
TR004645,2024-10-25,COAL,T08,Short,603,109.29,65904.74,950.89
TR004646,2024-10-25,GAS,T01,Long,1969,35.93,70741.52,-347.25
TR004647,2024-10-25,PWR,T05,Long,55,87.44,4808.95,51.25
TR004648,2024-10-25,PWR,T07,Short,259,80.89,20950.98,-26.87
TR004649,2024-10-25,PWR,T07,Long,1429,90.26,128977.7,-2221.04
TR004650,2024-10-25,CO2,T04,Short,1580,69.88,110415.91,917.83
TR004651,2024-10-25,GAS,T08,Long,1920,34.14,65554.39,-1012.05
TR004652,2024-10-25,GAS,T07,Long,1961,35.73,70057.29,1093.39
TR004653,2024-10-25,COAL,T01,Long,689,117.0,80611.8,-1495.04
TR004654,2024-10-25,GAS,T05,Long,186,36.88,6859.01,-41.46
TR004655,2024-10-25,COAL,T02,Short,1588,110.25,175074.6,516.81
TR004656,2024-10-25,PWR,T06,Long,1507,89.13,134323.89,-56.78
TR004657,2024-10-25,CO2,T07,Short,1393,68.78,95805.48,421.07
TR004658,2024-10-28,COAL,T03,Short,1214,108.23,131394.67,-5435.26
TR004659,2024-10-28,CO2,T02,Short,747,68.68,51304.25,-183.73
TR004660,2024-10-28,PWR,T05,Short,1207,92.31,111419.4,-919.56
TR004661,2024-10-28,GAS,T04,Long,200,33.77,6753.11,80.14
TR004662,2024-10-28,CO2,T03,Short,1108,67.93,75269.8,-1932.86
TR004663,2024-10-28,COAL,T01,Short,1953,107.71,210359.04,-1669.23
TR004664,2024-10-28,CO2,T05,Long,759,64.52,48971.57,-1065.93
TR004665,2024-10-28,GAS,T02,Long,1691,39.46,66727.91,442.31
TR004666,2024-10-28,COAL,T04,Short,1865,111.3,207579.21,3523.07
TR004667,2024-10-28,COAL,T08,Short,437,103.73,45331.23,980.17
TR004668,2024-10-28,CO2,T03,Short,1554,67.79,105346.23,-1556.79
TR004669,2024-10-28,CO2,T08,Short,1525,71.84,109562.69,2571.61
TR004670,2024-10-28,CO2,T01,Long,1277,65.66,83847.11,786.4
TR004671,2024-10-28,GAS,T06,Short,1413,33.82,47793.23,-207.34
TR004672,2024-10-28,COAL,T06,Short,1630,118.43,193047.85,-2586.59
TR004673,2024-10-28,GAS,T03,Short,1961,33.93,66537.46,756.36
TR004674,2024-10-28,CO2,T07,Long,436,72.97,31815.07,248.36
TR004675,2024-10-28,CO2,T02,Long,1238,63.85,79051.91,-95.86
TR004676,2024-10-29,CO2,T02,Long,397,65.52,26011.12,307.37
TR004677,2024-10-29,CO2,T04,Long,261,72.03,18798.68,-77.92
TR004678,2024-10-29,CO2,T05,Long,812,68.06,55260.93,-496.09
TR004679,2024-10-29,GAS,T07,Long,1829,34.38,62878.55,883.23
TR004680,2024-10-29,GAS,T07,Long,840,36.2,30412.19,-529.97
TR004681,2024-10-29,COAL,T01,Short,642,111.63,71669.49,1167.06
TR004682,2024-10-29,PWR,T07,Long,581,87.17,50643.48,-1639.52
TR004683,2024-10-29,PWR,T02,Long,1368,86.78,118721.24,1224.22
TR004684,2024-10-29,PWR,T06,Short,1615,80.15,129445.27,494.08
TR004685,2024-10-29,PWR,T03,Short,767,82.26,63091.18,676.74
TR004686,2024-10-29,PWR,T05,Long,215,94.22,20257.28,203.93
TR004687,2024-10-29,COAL,T01,Long,1745,115.58,201680.23,2049.84
TR004688,2024-10-29,PWR,T05,Short,809,77.81,62944.48,-565.35
TR004689,2024-10-29,CO2,T03,Short,1586,68.74,109029.05,1158.16
TR004690,2024-10-29,PWR,T03,Short,853,88.97,75889.47,-329.32
TR004691,2024-10-29,GAS,T06,Short,1977,36.67,72489.37,-2606.92
TR004692,2024-10-29,PWR,T01,Short,171,78.9,13491.87,267.89
TR004693,2024-10-29,PWR,T03,Long,1881,96.59,181680.48,123.38
TR004694,2024-10-29,PWR,T02,Long,1930,99.64,192303.58,4113.76
TR004695,2024-10-29,GAS,T01,Short,1002,38.51,38591.63,505.96
TR004696,2024-10-29,GAS,T02,Short,380,35.31,13416.37,-6.63
TR004697,2024-10-29,PWR,T06,Short,1088,93.56,101793.55,1745.62
TR004698,2024-10-29,CO2,T02,Short,609,60.82,37039.81,637.27
TR004699,2024-10-29,CO2,T08,Long,1480,70.01,103616.48,-2845.47
TR004700,2024-10-30,GAS,T01,Short,1326,33.85,44883.36,1237.65
TR004701,2024-10-30,PWR,T05,Long,1211,89.3,108140.43,-1086.01
TR004702,2024-10-30,GAS,T07,Short,1679,36.59,61432.03,1013.15
TR004703,2024-10-30,GAS,T06,Long,555,35.03,19442.69,66.74
TR004704,2024-10-30,COAL,T06,Short,1208,113.99,137700.75,2684.52
TR004705,2024-10-30,GAS,T08,Long,391,33.5,13098.32,128.13
TR004706,2024-10-30,COAL,T02,Short,1811,109.96,199143.18,-2252.52
TR004707,2024-10-30,PWR,T02,Long,1840,86.72,159565.44,-3151.47
TR004708,2024-10-30,PWR,T07,Short,394,86.46,34066.35,-378.97
TR004709,2024-10-30,PWR,T02,Long,255,86.17,21973.02,65.85
TR004710,2024-10-30,PWR,T05,Short,752,102.24,76885.04,1843.3
TR004711,2024-10-30,PWR,T01,Long,800,88.26,70605.97,990.7
TR004712,2024-10-30,GAS,T06,Long,556,36.05,20045.6,111.02
TR004713,2024-10-30,COAL,T02,Long,859,109.56,94108.33,307.61
TR004714,2024-10-30,PWR,T04,Long,71,83.75,5946.48,17.76
TR004715,2024-10-30,PWR,T03,Long,421,94.86,39936.79,-818.23
TR004716,2024-10-30,PWR,T07,Short,1601,89.02,142516.08,-1181.14
TR004717,2024-10-30,GAS,T06,Short,983,32.11,31559.37,6.05
TR004718,2024-10-30,PWR,T04,Long,240,91.45,21948.14,-112.24
TR004719,2024-10-30,PWR,T01,Long,166,100.93,16754.45,221.2
TR004720,2024-10-30,CO2,T03,Long,1648,70.77,116626.11,390.35
TR004721,2024-10-30,GAS,T04,Long,115,38.35,4410.53,5.09
TR004722,2024-10-30,PWR,T07,Long,1255,95.19,119459.41,-3168.8
TR004723,2024-10-30,CO2,T04,Short,606,74.04,44870.86,-780.42
TR004724,2024-10-30,COAL,T05,Short,421,117.82,49601.17,245.24
TR004725,2024-10-30,CO2,T03,Long,1146,81.49,93384.29,-2520.84
TR004726,2024-10-30,GAS,T04,Long,448,35.23,15783.93,198.8
TR004727,2024-10-30,GAS,T04,Short,773,35.09,27126.07,692.26
TR004728,2024-10-31,CO2,T06,Short,535,61.35,32824.39,97.19
TR004729,2024-10-31,GAS,T07,Short,1007,37.97,38235.34,101.5
TR004730,2024-10-31,GAS,T03,Long,1157,36.81,42588.6,-337.18
TR004731,2024-10-31,GAS,T04,Short,1073,33.14,35557.4,-490.45
TR004732,2024-10-31,CO2,T03,Long,1362,68.15,92822.49,1496.44
TR004733,2024-10-31,COAL,T02,Short,1289,111.48,143697.4,890.09
TR004734,2024-10-31,CO2,T06,Long,1133,60.79,68869.76,-242.5
TR004735,2024-10-31,CO2,T04,Long,1867,70.36,131359.33,2070.69
TR004736,2024-10-31,GAS,T02,Short,986,34.74,34252.85,613.29
TR004737,2024-10-31,CO2,T06,Long,1467,65.88,96640.93,-335.52
TR004738,2024-10-31,GAS,T03,Long,844,35.19,29697.65,-877.95
TR004739,2024-10-31,CO2,T03,Short,682,72.75,49616.97,-347.81
TR004740,2024-10-31,PWR,T08,Long,1534,87.87,134787.03,-201.42
TR004741,2024-10-31,COAL,T01,Long,882,109.87,96907.45,2382.78
TR004742,2024-10-31,CO2,T07,Short,1061,67.76,71892.75,-46.75
TR004743,2024-10-31,GAS,T02,Short,1575,35.74,56292.63,-288.71
TR004744,2024-10-31,COAL,T01,Long,685,112.98,77393.73,704.85
TR004745,2024-10-31,PWR,T08,Short,1921,92.57,177832.18,-3442.84
TR004746,2024-10-31,COAL,T02,Short,1971,115.68,228011.49,4165.06
TR004747,2024-10-31,COAL,T01,Short,551,109.46,60315.07,1640.08
TR004748,2024-10-31,PWR,T07,Short,846,86.82,73449.7,169.66
TR004749,2024-10-31,COAL,T05,Short,1003,115.61,115954.82,380.81
TR004750,2024-10-31,COAL,T03,Long,1357,115.23,156362.31,-1537.63
TR004751,2024-10-31,COAL,T02,Long,1596,109.64,174990.73,-3492.39
TR004752,2024-10-31,PWR,T01,Long,366,80.96,29631.91,-53.75
TR004753,2024-10-31,CO2,T03,Short,1995,66.83,133329.92,-1434.22
TR004754,2024-10-31,CO2,T07,Long,1431,71.69,102592.08,-2727.99
TR004755,2024-11-01,GAS,T07,Long,573,35.85,20539.28,362.84
TR004756,2024-11-01,GAS,T06,Long,736,34.4,25319.38,196.3
TR004757,2024-11-01,PWR,T02,Short,1731,102.67,177715.66,612.95
TR004758,2024-11-01,CO2,T02,Long,1761,64.5,113584.96,1529.69
TR004759,2024-11-01,PWR,T05,Long,1650,89.25,147261.55,2162.79
TR004760,2024-11-01,COAL,T06,Short,1941,122.46,237697.58,2805.42
TR004761,2024-11-01,GAS,T02,Long,1270,38.27,48608.62,834.08
TR004762,2024-11-01,COAL,T06,Short,1462,119.16,174210.87,3679.57
TR004763,2024-11-01,COAL,T03,Long,1594,113.31,180616.59,6744.98
TR004764,2024-11-01,CO2,T01,Short,457,60.18,27500.73,699.72
TR004765,2024-11-01,COAL,T01,Long,1896,109.78,208133.74,1831.65
TR004766,2024-11-01,PWR,T01,Short,1118,98.07,109645.53,-1957.58
TR004767,2024-11-01,PWR,T06,Long,1928,80.14,154511.27,2567.61
TR004768,2024-11-01,COAL,T05,Long,455,112.09,50999.44,278.9
TR004769,2024-11-01,COAL,T07,Long,920,111.86,102906.86,-3208.17
TR004770,2024-11-01,CO2,T06,Long,657,66.03,43384.81,-451.9
TR004771,2024-11-01,COAL,T02,Long,1078,117.76,126946.15,1548.26
TR004772,2024-11-01,CO2,T06,Short,635,64.63,41041.73,273.61
TR004773,2024-11-04,CO2,T05,Short,1036,64.89,67224.56,203.49
TR004774,2024-11-04,CO2,T05,Long,1700,80.51,136865.71,-3899.95
TR004775,2024-11-04,GAS,T02,Short,1304,33.96,44286.37,409.13
TR004776,2024-11-04,PWR,T08,Long,1766,85.56,151093.49,1587.5
